seed,model,sampler_type,selector,int_time,logstep_jitter,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,acceptance_prob,step_size,n_rounds,energy_jump_dist
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.7184027984949911,1.676912449042113,1.9771187879999998,0.10253906249999992,45096.0,9228.0,9.438052637988497,0.6823755401766417,0.3634901275337561,11,0.18302274921243206
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.6779172733493115,0.9539817620576801,2.032048035,0.11889648437500015,87768.0,17848.0,18.875777240600375,0.6482564138026036,0.355836069062128,12,0.1585597076950827
27,funnel,SimpleAHMC,inverted,rand,adapt,0.1757510623969324,1.7055707529402666,2.147203524,0.11694335937500011,179160.0,36600.0,18.802620583325943,0.688701066111328,0.47316217529883636,13,0.14741873392731117
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.22503662056603385,4.045944395973841,2.406880949,0.11682128906249976,387668.0,80535.0,23.853059812675685,0.6480051583745643,0.336575097201131,14,0.17623953192459899
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.6077746162139777,3.201019548275018,2.937367782,0.11956787109375037,830360.0,174824.0,42.38839253570772,0.6457742636940453,0.2521107411038865,15,0.17029681500726324
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.04659567447345853,4.818785006399954,4.041438931,0.11921691894531217,1.691612e6,357369.0,69.2600876052924,0.6709772184137136,0.2889425086222999,16,0.15377912515102024
27,funnel,SimpleAHMC,inverted,rand,adapt,0.4728527767279919,4.137765885556604,6.132353676,0.12588500976562478,3.356624e6,708086.0,140.31258235184075,0.6549122831088381,0.2982303893205015,17,0.1564863548728833
27,funnel,SimpleAHMC,inverted,rand,adapt,0.13221160900707868,4.662084859910841,10.532909545999999,0.12315750122070196,7.001028e6,1.488115e6,332.8580888134642,0.6521090099216137,0.277718518281432,18,0.16033874542868984
27,funnel,SimpleAHMC,inverted,rand,adapt,-2.1955243028197606,8.77053153736861,23.626951464,0.11251831054687608,1.8611912e7,4.128692e6,358.55064802032757,0.6506718209031721,0.158502379698714,19,0.17810940544495307
27,funnel,SimpleAHMC,inverted,rand,adapt,-0.19982044877314728,4.793530497344769,41.559259226,0.12344360351562533,3.2906204e7,7.177977e6,789.133378484641,0.6643467564435728,0.23791934518328098,20,0.14704644015913565
27,funnel,SimpleAHMC,inverted,rand,adapt,0.8580371962229391,7.877999791525029,77.66015240300001,0.12308740615844734,6.1302596e7,1.3228499e7,1032.7578133609918,0.6635639985209066,0.27936600135267836,21,0.15126024630713292
27,funnel,SimpleAHMC,inverted,rand,adapt,0.37041647024515184,7.524663174018127,166.78828494200002,0.12293243408203568,1.35798223e8,3.1600637e7,1501.5155974794816,0.6552526123054397,0.22666403696495413,22,0.15900691221344157
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.1160610181807444,0.026940319882302163,0.44796296,0.25,17.0,17.0,0.0,0.46631261296562365,0.21875,2,0.03499126443055034
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.2321220363614888,0.0,0.44812580900000004,0.5,68.0,51.0,0.0,0.173778203111317,0.9296875,3,0.0
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.2321220363614888,0.0,0.448293274,0.5625,184.0,116.0,0.0,0.046650311534400295,0.257843017578125,4,0.0
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.39548718931070276,0.046108796673994056,0.44849228700000004,0.25,403.0,219.0,0.0,0.5154891863703256,0.20446145534515384,5,0.19320009064130444
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.2589089228288743,0.05802993465404033,0.44881370200000004,0.42187500000000006,866.0,463.0,0.0,0.4419361070951041,0.6942504689795901,6,0.18677542646074943
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.329331452471745,0.14766944628661652,0.449384763,0.3046874999999999,1752.0,886.0,0.0,0.4857635508990445,0.5128063461664429,7,0.26334498464807377
17,banana,SimpleRWMH,inverted,single_step,adapt,0.11943735340488759,0.26968447430279385,0.450427289,0.37890625,3443.0,1691.0,1.6711414832583678,0.3711322031390626,0.42203862132008774,8,0.15132498549992715
17,banana,SimpleRWMH,inverted,single_step,adapt,0.03129458482281319,0.14913441720030915,0.452600873,0.3261718749999999,6765.0,3322.0,2.231697541672043,0.41047916880743435,0.4065315870162126,9,0.1317062509823342
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.19456644628344064,0.22693492704989018,0.456764455,0.2861328125000001,13409.0,6644.0,2.069478313874379,0.4766061383843029,0.34931966033392303,10,0.2186162893722515
17,banana,SimpleRWMH,inverted,single_step,adapt,0.2691651011939451,0.24601774799501988,0.494648052,0.27685546874999967,26545.0,13136.0,11.401990575613068,0.4373282026297939,0.3091006738677113,11,0.18797583174344695
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.6204887152515799,0.30037393100951504,0.510416468,0.31689453125000017,52803.0,26258.0,8.366418366475399,0.4052881496495534,0.27223590481659005,12,0.18686848536808837
17,banana,SimpleRWMH,inverted,single_step,adapt,0.27727296239264176,0.8187598178961576,0.542302682,0.3059082031250008,105722.0,52919.0,10.924875768205935,0.413485013043323,0.2210479705633786,13,0.20885163752471633
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.2595749353005407,1.1280895619411802,0.606564283,0.3198242187499994,212122.0,106400.0,19.980891320755333,0.4062890076654406,0.17544598057480124,14,0.19253091680443177
17,banana,SimpleRWMH,inverted,single_step,adapt,-0.41727165946062217,0.66612253197896,0.736871009,0.29428100585937383,422949.0,210827.0,44.478899887031695,0.43307461911934175,0.15450247386831026,15,0.20757027311279933
17,banana,SimpleRWMH,inverted,single_step,adapt,2.849175745705303,0.3720433039171134,1.025379122,0.4010772705078109,870520.0,447571.0,67.56901488165543,0.34793935759763817,0.09609092584509467,16,0.1579090927892939
17,banana,SimpleRWMH,inverted,single_step,adapt,2.4813233222135787,1.6815462845151898,1.560163261,0.3441390991210937,1.749435e6,878915.0,133.2293206433213,0.4118799579524463,0.07958380181987186,17,0.1932191079264015
17,banana,SimpleRWMH,inverted,single_step,adapt,0.8801457333022379,3.7843182154303783,2.645327588,0.32033920288086043,3.491881e6,1.742446e6,266.0525114278256,0.4269765135723578,0.07624535009130812,18,0.19416311453308005
